Query	Subject	Evalue	PID	Subject_Pid	Coverage	Query_coverage
DACB01000007.1_241	COG0608	2.37e-54	0.2147	0.2077	0.9674	1.011
DACB01000007.1_242	COG3467	1.09e-26	0.2667	0.2651	0.994	1.044
DACB01000007.1_244	COG2814	6.53e-21	0.1784	0.2056	1.152	0.9827
DACB01000007.1_245	COG4251	2.29e-81	0.5268	0.1573	0.2987	0.2061
DACB01000007.1_248	COG0491	1.69e-11	0.2114	0.1468	0.6944	0.3493
DACB01000007.1_252	COG4889	4.96e-62	0.2466	0.1331	0.5395	0.799
DACB01000007.1_256	COG2856	1.68e-17	0.2749	0.2723	0.9906	0.5524
DACB01000007.1_267	COG0184	6.21e-31	0.33	0.3708	1.124	0.7463
DACB01000007.1_268	COG0127	1.01e-67	0.3627	0.3608	0.9948	1
DACB01000007.1_269	COG1075	4.21e-11	0.2478	0.08333	0.3363	0.3754
DACB01000007.1_270	COG0533	4.71e-149	0.4591	0.4591	1	0.6275
DACB01000007.1_271	COG2038	2.27e-83	0.3398	0.3516	1.035	1.029
DACB01000007.1_273	COG1476	6.9e-25	0.4849	0.4706	0.9706	0.9851
DACB01000007.1_274	COG1968	4.61e-76	0.3763	0.3889	1.033	1
DACB01000007.1_275	COG0115	1.02e-101	0.4555	0.4683	1.028	0.9481
DACB01000007.1_277	COG0496	1.14e-95	0.4458	0.4405	0.9881	0.9326
DACB01000007.1_279	COG4020	1.38e-132	0.491	0.491	1	1.003
DACB01000007.1_280	COG0059	0	0.635	0.6124	0.9645	0.9969
DACB01000007.1_281	COG0440	8.41e-72	0.5796	0.5583	0.9632	0.9458
DACB01000007.1_282	COG0028	0	0.551	0.56	1.016	0.9588
DACB01000007.1_283	COG0151	3.85e-179	0.4077	0.4182	1.026	0.9977
DACB01000007.1_284	COG0078	5.77e-159	0.5443	0.5355	0.9839	1.003
DACB01000007.1_285	COG0018	2.34e-179	0.327	0.357	1.092	1.026
DACB01000007.1_287	COG0129	0	0.5674	0.5565	0.9809	1.022
DACB01000007.1_288	COG0441	6.06e-177	0.3208	0.3328	1.037	0.9919
DACB01000007.1_289	COG1192	2.7e-82	0.4392	0.4324	0.9846	0.9733
DACB01000007.1_291	COG4277	3.68e-141	0.4433	0.4158	0.9381	1.008
DACB01000007.1_292	COG1797	0	0.4467	0.4457	0.9978	1
DACB01000007.1_293	COG1822	9.81e-22	0.2566	0.2779	1.083	0.9717
DACB01000007.1_294	COG1927	4.02e-144	0.7004	0.7004	1	1.004
DACB01000007.1_295	COG0131	3.11e-107	0.5825	0.5795	0.9949	1.005
DACB01000007.1_297	COG0655	1.9e-45	0.3267	0.3188	0.9758	1.025
DACB01000007.1_298	COG3764	2.16e-12	0.2411	0.1619	0.6714	0.3606
DACB01000007.1_299	COG1795	9.7e-89	0.6686	0.6647	0.9941	0.4092
DACB01000007.1_301	COG0266	7.12e-59	0.3175	0.3187	1.004	1.054
DACB01000007.1_302	COG0069	8.46e-167	0.4034	0.3443	0.8536	0.8263
DACB01000007.1_303	COG1035	2.01e-43	0.4121	0.2048	0.497	0.4545
DACB01000007.1_304	COG0070	6.86e-52	0.249	0.2159	0.8671	1.135
DACB01000007.1_305	COG0067	2.6e-66	0.2232	0.2075	0.9299	1.127
DACB01000007.1_307	COG0039	4.96e-107	0.4243	0.4121	0.9712	1
DACB01000007.1_308	COG1413	5.28e-27	0.3781	0.2269	0.6	1.063
DACB01000007.1_309	COG0473	3.04e-166	0.5102	0.5029	0.9856	1.033
DACB01000007.1_310	COG1980	0	0.726	0.7182	0.9892	0.9946
DACB01000007.1_311	COG2454	2.72e-57	0.4627	0.4408	0.9526	0.9054
DACB01000007.1_312	COG1849	5.77e-16	0.3333	0.2889	0.8667	1
DACB01000007.1_313	COG0558	4.51e-26	0.2896	0.276	0.9531	0.9385
DACB01000007.1_314	COG0009	1.11e-66	0.4112	0.3839	0.9336	0.9949
DACB01000007.1_315	COG0006	1.54e-60	0.2494	0.2656	1.065	1.03
DACB01000007.1_316	COG1032	1.18e-72	0.28	0.2714	0.9694	0.9875
DACB01000007.1_317	COG0535	1.16e-78	0.3232	0.3372	1.043	0.8246
DACB01000007.1_318	COG0468	7.2e-59	0.3109	0.2652	0.853	1.013
DACB01000007.1_319	COG0436	5.02e-76	0.2861	0.2672	0.9338	0.9532
DACB01000007.1_320	COG1245	0	0.5818	0.5533	0.9509	0.9982
DACB01000007.1_321	COG1881	4.79e-57	0.4774	0.4253	0.8908	1.013
DACB01000007.1_324	COG1365	1.61e-72	0.3992	0.4196	1.051	0.7836
DACB01000007.1_327	COG0165	0	0.4664	0.4684	1.004	0.9829
DACB01000007.1_328	COG1998	1.33e-21	0.62	0.6078	0.9804	0.9434
DACB01000007.1_329	COG2004	3.99e-33	0.5	0.4206	0.8411	0.7965
DACB01000007.1_330	COG1909	1.95e-44	0.4294	0.4371	1.018	0.9605
DACB01000007.1_331	COG2093	2.8e-24	0.5079	0.5	0.9844	1.033
DACB01000007.1_332	COG1095	1.3e-81	0.5978	0.5847	0.9781	0.8905
DACB01000007.1_333	COG0221	2.32e-73	0.5353	0.5322	0.9942	0.8019
DACB01000007.1_334	COG1412	2.3e-16	0.3496	0.3162	0.9044	1.042
DACB01000007.1_335	COG5257	0	0.6948	0.6747	0.9711	0.9853
DACB01000007.1_336	COG2125	5.9e-47	0.5509	0.5417	0.9833	0.9291
DACB01000007.1_337	COG0532	1.55e-175	0.3444	0.389	1.13	0.9696
DACB01000007.1_338	COG0105	2.88e-81	0.5852	0.5852	1	0.8824
DACB01000007.1_339	COG2075	3.68e-22	0.6604	0.5303	0.803	0.9815
DACB01000007.1_340	COG2053	2.44e-30	0.7353	0.7246	0.9855	0.9855
DACB01000007.1_341	COG1358	3.64e-35	0.5049	0.4483	0.8879	0.8306
DACB01000007.1_342	COG2036	1.92e-22	0.5882	0.4396	0.7473	0.9855
DACB01000007.1_343	COG0498	1.51e-161	0.4702	0.4599	0.9781	1.008
DACB01000007.1_344	COG1300	1.84e-16	0.2708	0.2512	0.9275	0.9143
DACB01000007.1_345	COG0180	2.98e-102	0.3195	0.3185	0.9968	0.8529
DACB01000007.1_346	COG1676	1.07e-46	0.4438	0.4365	0.9834	1.006
DACB01000007.1_347	COG0794	1.62e-59	0.3234	0.3218	0.995	0.9349
DACB01000007.1_349	COG1082	9.47e-36	0.2924	0.2956	1.011	1.082
DACB01000007.1_350	COG1855	0	0.5657	0.5844	1.033	0.9952
DACB01000007.1_351	COG0139	1.09e-57	0.5413	0.5315	0.982	0.8074
DACB01000007.1_352	COG0124	9.43e-169	0.4401	0.4452	1.012	1.009
DACB01000007.1_353	COG1458	1.17e-86	0.564	0.4389	0.7783	0.9885
DACB01000007.1_354	COG0169	7.25e-113	0.4539	0.4523	0.9965	0.993
DACB01000007.1_355	COG1831	5.36e-130	0.521	0.5228	1.004	1.011
DACB01000007.1_356	COG1257	1.42e-161	0.4737	0.4541	0.9587	1.037
DACB01000007.1_357	COG0074	1.38e-151	0.6042	0.5939	0.9829	1.003
DACB01000007.1_358	COG4053	4.55e-97	0.4815	0.4795	0.9959	1.004
DACB01000007.1_359	COG0710	1.37e-61	0.386	0.3809	0.987	1.013
DACB01000007.1_360	COG2932	7.08e-12	0.3438	0.1028	0.2991	0.3137
DACB01000007.1_361	COG0501	1.34e-47	0.2796	0.3046	1.089	1.028
DACB01000007.1_362	COG0586	1.76e-46	0.3734	0.2837	0.7596	0.7822
DACB01000007.1_363	COG2035	5.68e-22	0.3984	0.1848	0.4638	0.9412
DACB01000007.1_364	COG2035	5.59e-20	0.4304	0.1232	0.2862	0.687
DACB01000007.1_365	COG2218	8.1e-67	0.2956	0.3068	1.038	0.8278
DACB01000007.1_366	COG0531	5.1e-39	0.3544	0.3133	0.8841	1.01
DACB01000007.1_368	COG2256	3.3e-12	0.2672	0.1514	0.5665	0.495
DACB01000007.1_369	COG2812	9.43e-42	0.3057	0.1573	0.5146	0.7794
DACB01000007.1_370	COG2018	5.4e-13	0.3103	0.3025	0.9748	0.2802
DACB01000007.1_371	COG3259	4.35e-166	0.4428	0.4739	1.07	0.9752
DACB01000007.1_372	COG1941	1.93e-55	0.3128	0.3077	0.9838	0.7993
DACB01000007.1_375	COG3764	1.87e-23	0.239	0.2333	0.9762	1.025
DACB01000007.1_376	COG3264	7.49e-17	0.2797	0.03952	0.1413	0.5339
DACB01000007.1_377	COG1234	1.29e-118	0.4667	0.4795	1.027	0.9967
DACB01000007.1_378	COG0157	5.22e-124	0.5018	0.4964	0.9893	0.9893
DACB01000007.1_380	COG1779	3.3e-69	0.4565	0.4179	0.9154	0.9892
DACB01000007.1_381	COG2074	3.04e-84	0.4976	0.3512	0.7057	0.6553
DACB01000007.1_382	COG2018	4.75e-42	0.5625	0.5294	0.9412	0.9655
DACB01000007.1_383	COG3367	4.85e-85	0.3266	0.3363	1.029	0.9943
DACB01000007.1_384	COG2450	4.12e-11	0.2742	0.2742	1	1.051
DACB01000007.1_387	COG0455	2.19e-79	0.4773	0.4809	1.008	1.015
DACB01000007.1_388	COG0455	3.98e-52	0.3383	0.3435	1.015	1.008
DACB01000007.1_389	COG0524	2.92e-61	0.3208	0.3023	0.9421	0.9899
DACB01000007.1_390	COG1099	5.54e-90	0.4741	0.4685	0.9882	0.996
DACB01000007.1_391	COG3324	1e-11	0.1909	0.1654	0.8661	0.9402
DACB01000007.1_392	COG0423	0	0.4929	0.5	1.014	0.9843
DACB01000007.1_393	COG0717	3.78e-72	0.4759	0.4863	1.022	0.9122
DACB01000007.1_394	COG4046	1.79e-86	0.3816	0.3723	0.9755	0.9349
DACB01000007.1_395	COG0565	5.89e-78	0.3926	0.3926	1	1.021
DACB01000007.1_396	COG0247	1.92e-77	0.313	0.317	1.013	0.7782
DACB01000007.1_398	COG1451	6.1e-28	0.2754	0.1704	0.6188	0.7225
DACB01000007.1_399	COG4231	0	0.4563	0.4484	0.9828	1.018
DACB01000007.1_400	COG1014	1.49e-39	0.301	0.2906	0.9655	0.9899
DACB01000007.1_403	COG4747	7.61e-56	0.4965	0.493	0.993	0.9463
DACB01000007.1_404	COG1541	0	0.5681	0.5616	0.9886	0.9954
DACB01000007.1_406	COG0591	1.22e-79	0.2768	0.288	1.041	0.9643
DACB01000007.1_407	COG0491	1.52e-19	0.2336	0.1984	0.8492	0.7698
DACB01000007.1_409	COG5621	9.23e-13	0.2213	0.1525	0.6893	0.4357
DACB01000007.1_410	COG1741	8.12e-87	0.4007	0.4239	1.058	1.007
DACB01000007.1_411	COG2081	3.38e-147	0.4049	0.4069	1.005	0.9927
DACB01000007.1_413	COG0380	1.44e-129	0.3236	0.321	0.9918	0.9507
DACB01000007.1_414	COG0393	4.43e-14	0.3458	0.3426	0.9907	0.3849
DACB01000007.1_415	COG0393	1.07e-36	0.4615	0.4444	0.963	0.9541
DACB01000007.1_417	COG3271	3.18e-12	0.2893	0.1741	0.602	0.06505
DACB01000007.1_422	COG0693	7.71e-45	0.3736	0.3617	0.9681	1.077
DACB01000007.1_423	COG0784	1.14e-16	0.2222	0.2154	0.9692	0.84
DACB01000007.1_425	COG0591	3.66e-73	0.2789	0.2982	1.069	0.9869
DACB01000015.1_1	COG2244	3.37e-26	0.219	0.2063	0.9417	0.9576
DACB01000015.1_3	COG1083	9.49e-51	0.3728	0.3728	1	0.4101
DACB01000015.1_4	COG2089	7.22e-104	0.3689	0.3689	1	0.9353
DACB01000015.1_8	COG1305	2.79e-26	0.2121	0.1755	0.8276	0.6286
DACB01000015.1_9	COG1305	5.07e-24	0.2447	0.1442	0.5893	0.3752
DACB01000015.1_11	COG1942	2.12e-12	0.3016	0.2754	0.913	0.9692
DACB01000015.1_12	COG1331	0	0.4841	0.5008	1.034	0.9871
DACB01000015.1_13	COG0864	6.21e-30	0.3385	0.3235	0.9559	1.016
DACB01000015.1_15	COG0803	1.4e-71	0.3322	0.33	0.9934	1.02
DACB01000015.1_16	COG1121	2.26e-101	0.4245	0.4094	0.9646	0.9839
DACB01000015.1_17	COG1108	3.23e-61	0.4068	0.3905	0.9599	0.9925
DACB01000015.1_18	COG3174	1.32e-68	0.3862	0.3935	1.019	0.913
DACB01000015.1_19	COG1201	0	0.4859	0.5086	1.047	0.9704
DACB01000015.1_20	COG1407	1.03e-63	0.355	0.3489	0.983	0.939
DACB01000015.1_21	COG0596	1.44e-26	0.2123	0.2199	1.035	1.086
DACB01000015.1_22	COG0596	1.02e-23	0.2168	0.2199	1.014	0.9565
DACB01000015.1_25	COG3865	4.52e-57	0.529	0.543	1.026	0.9748
DACB01000015.1_26	COG3832	7.65e-27	0.296	0.302	1.02	0.9268
DACB01000015.1_28	COG3832	9.53e-13	0.3115	0.1275	0.4094	0.7821
DACB01000015.1_29	COG3324	3.76e-26	0.3279	0.315	0.9606	1.017
DACB01000015.1_30	COG1413	4.06e-23	0.3333	0.1672	0.5015	0.8889
DACB01000015.1_32	COG3920	1.2e-73	0.4305	0.4344	1.009	0.3961
DACB01000015.1_33	COG1637	7.17e-87	0.4549	0.4387	0.9644	0.9569
DACB01000015.1_34	COG0501	4.14e-32	0.2407	0.2583	1.073	0.6879
DACB01000015.1_35	COG0040	3.17e-68	0.2455	0.2793	1.138	1
DACB01000015.1_37	COG0455	1.49e-74	0.4335	0.4351	1.004	0.985
DACB01000015.1_42	COG4285	3.17e-16	0.2851	0.249	0.8735	0.508
DACB01000015.1_43	COG0784	3.64e-18	0.2558	0.2538	0.9923	0.4464
DACB01000015.1_45	COG0071	3.28e-17	0.3429	0.2466	0.7192	0.7047
DACB01000015.1_46	COG1432	7e-38	0.3292	0.2928	0.8895	0.9758
DACB01000015.1_47	COG0436	4.55e-86	0.3092	0.3257	1.053	1.01
DACB01000015.1_48	COG0595	7.24e-49	0.2197	0.1928	0.8775	0.9858
DACB01000015.1_50	COG2244	3.8e-19	0.1956	0.1667	0.8521	0.9903
DACB01000015.1_51	COG1035	9.93e-58	0.2675	0.2651	0.991	0.7705
DACB01000015.1_52	COG2327	5.11e-45	0.1957	0.213	1.088	0.9813
DACB01000015.1_55	COG1216	7.44e-56	0.2799	0.3148	1.125	0.9856
DACB01000015.1_56	COG0463	1.01e-18	0.1907	0.1821	0.9553	1.022
DACB01000015.1_59	COG5017	2.24e-27	0.2936	0.2298	0.7826	0.4
DACB01000015.1_60	COG1216	9.57e-34	0.3014	0.2066	0.6852	0.6656
DACB01000015.1_65	COG1132	5.24e-111	0.3346	0.3104	0.9277	0.8767
DACB01000015.1_69	COG0367	1.28e-71	0.2456	0.2565	1.044	0.8913
DACB01000015.1_72	COG4743	5.44e-75	0.4276	0.4019	0.9399	0.6387
DACB01000015.1_76	COG1266	5.81e-15	0.242	0.2345	0.969	0.466
DACB01000015.1_77	COG0463	5.95e-23	0.2934	0.1684	0.5739	0.5567
DACB01000015.1_78	COG1810	1.54e-67	0.4469	0.4509	1.009	0.7609
DACB01000015.1_79	COG1004	0	0.5119	0.5193	1.014	0.9677
DACB01000015.1_82	COG4743	6.25e-44	0.3559	0.3323	0.9335	0.5325
DACB01000015.1_83	COG0110	9.25e-30	0.3876	0.2632	0.6789	0.5864
DACB01000015.1_84	COG1216	3.37e-40	0.2939	0.2197	0.7475	0.2358
DACB01000015.1_85	COG1682	1.64e-51	0.3518	0.3384	0.962	0.9511
DACB01000015.1_86	COG1134	2.5e-116	0.5325	0.5261	0.988	0.6228
DACB01000015.1_87	COG1216	5.2e-63	0.3368	0.318	0.9443	0.8862
DACB01000015.1_88	COG1216	4.73e-26	0.2863	0.2197	0.7672	0.1665
DACB01000015.1_89	COG4743	5.3e-26	0.2601	0.2247	0.8639	0.5606
DACB01000015.1_91	COG2148	5.27e-79	0.4323	0.438	1.013	0.4841
DACB01000015.1_92	COG0463	5.16e-26	0.285	0.2096	0.7354	0.2551
DACB01000015.1_93	COG0110	1.28e-14	0.2472	0.2316	0.9368	0.5071
DACB01000015.1_94	COG0562	0	0.5308	0.5294	0.9973	1.005
DACB01000015.1_95	COG4122	1.16e-14	0.2158	0.1872	0.8676	0.8636
DACB01000015.1_96	COG0463	3.51e-28	0.204	0.2096	1.027	0.7346
DACB01000015.1_98	COG0677	1.07e-164	0.4437	0.4335	0.9771	0.9861
DACB01000015.1_99	COG1216	3.95e-52	0.2963	0.2885	0.9738	1.014
DACB01000015.1_100	COG2875	1.41e-141	0.5794	0.5748	0.9921	0.996
DACB01000015.1_104	COG0160	2.57e-149	0.3823	0.3669	0.9597	0.9089
DACB01000015.1_106	COG0104	1.98e-140	0.3792	0.3651	0.9628	1.214
DACB01000015.1_107	COG1045	4.52e-39	0.3856	0.3041	0.7887	0.7391
DACB01000015.1_110	COG3877	1.75e-33	0.4298	0.4262	0.9918	1.008
DACB01000015.1_111	COG2043	1.16e-17	0.2222	0.211	0.9494	0.9574
DACB01000015.1_113	COG0530	8.29e-38	0.3636	0.3375	0.9281	0.9252
DACB01000015.1_114	COG0466	0	0.4677	0.4629	0.9898	0.9748
DACB01000015.1_115	COG0640	1.43e-11	0.3049	0.2273	0.7455	0.6406
DACB01000015.1_116	COG0008	5.41e-155	0.3737	0.3792	1.015	0.8554
DACB01000015.1_117	COG0142	1.07e-118	0.4639	0.4783	1.031	1.009
DACB01000015.1_118	COG0595	3.16e-137	0.3772	0.3099	0.8216	1.011
DACB01000015.1_119	COG1304	3.86e-95	0.4078	0.4056	0.9944	1.017
DACB01000015.1_120	COG1608	9.03e-78	0.4368	0.4524	1.036	0.9886
DACB01000015.1_121	COG1577	6.95e-78	0.422	0.4495	1.065	0.9618
DACB01000015.1_122	COG1355	8.89e-126	0.5248	0.5305	1.011	0.9895
DACB01000015.1_123	COG0052	3.12e-71	0.3102	0.3016	0.9722	1.231
DACB01000015.1_125	COG0148	0	0.512	0.5035	0.9835	0.9976
DACB01000015.1_126	COG1758	4.95e-11	0.3	0.2838	0.9459	0.9589
DACB01000015.1_127	COG1644	2.94e-28	0.6364	0.5556	0.873	0.9821
DACB01000015.1_128	COG0103	2.37e-50	0.4552	0.4692	1.031	1
DACB01000015.1_129	COG0102	5.41e-36	0.425	0.3446	0.8108	0.8511
DACB01000015.1_130	COG1727	5.75e-50	0.5217	0.4918	0.9426	0.9664
DACB01000015.1_131	COG0202	3.04e-44	0.2141	0.2019	0.9432	1.124
DACB01000015.1_132	COG0100	1.83e-39	0.4779	0.4186	0.876	0.8626
DACB01000015.1_133	COG0522	6.67e-38	0.2795	0.2195	0.7854	0.9148
DACB01000015.1_134	COG0099	9.63e-41	0.3566	0.4215	1.182	0.9533
DACB01000015.1_135	COG0130	4.26e-105	0.4276	0.4686	1.096	0.9252
DACB01000015.1_136	COG2163	3.78e-17	0.4937	0.312	0.632	1.026
DACB01000015.1_137	COG1102	7.89e-71	0.4713	0.4581	0.9721	1.006
DACB01000015.1_138	COG2174	1.36e-32	0.5682	0.5376	0.9462	0.9888
DACB01000015.1_139	COG1422	2.92e-30	0.3378	0.2488	0.7363	0.7437
DACB01000015.1_140	COG2019	1.02e-81	0.5622	0.5503	0.9788	1
DACB01000015.1_141	COG0201	3.02e-90	0.282	0.3028	1.073	1.047
DACB01000015.1_142	COG0200	7.94e-20	0.3091	0.2237	0.7237	0.7534
DACB01000015.1_143	COG1841	3.57e-20	0.3455	0.3455	1	0.3618
DACB01000015.1_144	COG0098	6.07e-66	0.4451	0.4475	1.006	0.8426
DACB01000015.1_145	COG0256	6.28e-39	0.378	0.384	1.016	0.6546
DACB01000015.1_146	COG2147	1.83e-57	0.6216	0.6133	0.9867	0.9933
DACB01000015.1_147	COG1717	1.19e-50	0.6422	0.5263	0.8195	0.9909
DACB01000015.1_148	COG0097	1.39e-55	0.3584	0.3483	0.9719	0.901
DACB01000015.1_149	COG0096	3.81e-53	0.4286	0.4318	1.008	1.015
DACB01000015.1_150	COG0094	2.67e-57	0.3798	0.3333	0.8778	0.9294
DACB01000015.1_151	COG1471	1.23e-120	0.5941	0.5892	0.9917	0.9835
DACB01000015.1_152	COG0198	1.05e-14	0.3049	0.2404	0.7885	0.6949
DACB01000015.1_153	COG0093	4.1e-43	0.456	0.4672	1.025	0.9398
DACB01000015.1_154	COG0186	6.63e-34	0.4762	0.4598	0.9655	0.7925
DACB01000015.1_155	COG1588	4.59e-34	0.5326	0.5158	0.9684	0.8288
DACB01000015.1_156	COG0023	1.09e-38	0.5445	0.5288	0.9712	0.886
DACB01000015.1_157	COG0255	4.03e-11	0.3429	0.3478	1.014	0.9859
DACB01000015.1_158	COG0092	1.21e-78	0.3348	0.3176	0.9485	0.7568
DACB01000015.1_159	COG0091	7.29e-41	0.3333	0.4083	1.225	0.9608
DACB01000015.1_160	COG0185	1.49e-43	0.4898	0.5161	1.054	0.7153
DACB01000015.1_161	COG0090	2.82e-101	0.4897	0.4327	0.8836	1.004
DACB01000015.1_162	COG0089	3.8e-25	0.3721	0.3404	0.9149	0.9885
DACB01000015.1_163	COG0088	1.91e-39	0.3721	0.2243	0.6028	0.9149
DACB01000015.1_164	COG0087	2.47e-74	0.2993	0.3899	1.303	0.8427
DACB01000015.1_165	COG2106	1.62e-88	0.4432	0.4448	1.004	1.007
DACB01000015.1_166	COG2263	5.7e-79	0.4973	0.4596	0.9242	0.9242
DACB01000015.1_167	COG0439	0	0.6171	0.6102	0.9889	0.897
DACB01000015.1_168	COG0340	1.36e-89	0.4519	0.4538	1.004	0.8299
DACB01000015.1_169	COG0430	5.23e-137	0.4857	0.4985	1.026	0.9972
DACB01000015.1_170	COG1921	7.77e-65	0.2236	0.2203	0.9848	1.016
DACB01000015.1_171	COG1432	1.1e-39	0.4097	0.326	0.7956	0.8229
DACB01000011.1_1	COG3661	0	0.5884	0.5059	0.8596	0.9966
DACB01000011.1_2	COG2207	1.16e-26	0.32	0.252	0.7874	0.3289
DACB01000005.1_3	COG1287	2.49e-38	0.1948	0.1824	0.9366	1.018
DACB01000005.1_4	COG0110	2.33e-21	0.2679	0.2368	0.8842	0.7742
DACB01000005.1_5	COG1986	5.56e-72	0.4629	0.4629	1	1
DACB01000005.1_6	COG1019	2.12e-32	0.5444	0.3101	0.5696	0.9677
DACB01000005.1_7	COG1032	2.14e-58	0.2598	0.2571	0.9898	0.9327
DACB01000005.1_8	COG0436	3.47e-137	0.4847	0.4427	0.9135	1.014
DACB01000005.1_9	COG0474	0	0.3545	0.3402	0.9597	1.037
DACB01000005.1_10	COG1600	5.31e-46	0.2267	0.2018	0.8902	1.087
DACB01000005.1_11	COG1167	1.76e-143	0.3962	0.3203	0.8083	0.9345
DACB01000005.1_12	COG0122	1.9e-47	0.3333	0.2491	0.7474	0.6916
DACB01000005.1_15	COG1253	8.14e-64	0.3901	0.2028	0.5198	1.005
DACB01000005.1_16	COG1253	1.06e-27	0.3504	0.1119	0.3193	0.6919
DACB01000005.1_17	COG0426	4.19e-155	0.4204	0.4356	1.036	0.9829
DACB01000005.1_19	COG4251	6.22e-72	0.4256	0.1373	0.3227	0.7756
DACB01000005.1_20	COG0784	3.85e-22	0.3053	0.3077	1.008	0.8912
DACB01000005.1_21	COG3920	2.53e-69	0.385	0.3937	1.023	0.4431
DACB01000005.1_22	COG2905	6.43e-16	0.3252	0.06557	0.2016	0.9044
DACB01000005.1_23	COG2074	6.39e-129	0.5069	0.4916	0.9699	0.9764
DACB01000005.1_24	COG2129	3.02e-69	0.4802	0.4823	1.004	1.018
DACB01000005.1_25	COG4010	3.14e-50	0.4678	0.4706	1.006	0.95
DACB01000005.1_26	COG4009	9.88e-26	0.3636	0.3636	1	0.9888
DACB01000005.1_27	COG2048	1.08e-138	0.5306	0.5324	1.003	0.9833
DACB01000005.1_28	COG1150	7.26e-67	0.4402	0.4154	0.9436	0.6643
DACB01000005.1_29	COG0558	5.2e-11	0.1893	0.1667	0.8802	0.9883
DACB01000005.1_30	COG1549	1.99e-17	0.2664	0.1098	0.4123	0.7926
DACB01000005.1_31	COG2226	5.53e-17	0.3101	0.1681	0.542	0.645
DACB01000005.1_32	COG1668	9.05e-17	0.1917	0.2039	1.064	1.029
DACB01000005.1_33	COG1131	9.17e-97	0.3806	0.3754	0.9863	0.9897
DACB01000005.1_35	COG0338	7.17e-76	0.4172	0.4599	1.102	1
DACB01000005.1_36	COG1798	9.1e-73	0.5617	0.35	0.6231	0.9205
DACB01000005.1_37	COG2520	9.4e-115	0.4241	0.434	1.023	1.023
DACB01000005.1_39	COG3063	1.61e-15	0.242	0.152	0.628	0.8177
DACB01000005.1_40	COG0182	3.08e-165	0.5422	0.5202	0.9595	1.057
DACB01000005.1_41	COG0535	1.54e-33	0.2197	0.1671	0.7608	0.9296
DACB01000005.1_43	COG1733	1.92e-14	0.3562	0.2167	0.6083	0.7228
DACB01000005.1_44	COG1028	3.39e-65	0.3953	0.3984	1.008	1
DACB01000005.1_45	COG0716	2.4e-19	0.2129	0.2185	1.026	0.9936
DACB01000005.1_47	COG4051	3.68e-56	0.4199	0.3762	0.896	0.9427
DACB01000005.1_48	COG1924	1.07e-166	0.423	0.4369	1.033	0.9951
DACB01000005.1_49	COG4050	1.85e-82	0.6757	0.6579	0.9737	0.9933
DACB01000005.1_50	COG4048	2.15e-49	0.5254	0.5041	0.9593	0.944
DACB01000005.1_51	COG4029	3.66e-51	0.5259	0.5	0.9507	0.7803
DACB01000005.1_52	COG4070	0	0.467	0.4707	1.008	0.9961
DACB01000005.1_53	COG2144	2.49e-140	0.5015	0.5062	1.009	0.997
DACB01000005.1_54	COG4069	6.37e-130	0.4533	0.4632	1.022	0.9591
DACB01000005.1_55	COG1439	9.38e-46	0.3801	0.3672	0.9661	1
DACB01000005.1_56	COG0521	7.9e-60	0.432	0.432	1	1.024
DACB01000005.1_57	COG0461	6.83e-66	0.4855	0.4179	0.8607	0.9774
DACB01000005.1_58	COG1873	4.75e-11	0.2973	0.2529	0.8506	0.9024
DACB01000014.1_1	COG1592	1.95e-33	0.5445	0.3313	0.6084	1.041
DACB01000014.1_2	COG0599	1.19e-14	0.2768	0.25	0.9032	0.9106
DACB01000014.1_4	COG0674	9.58e-120	0.3937	0.411	1.044	1
DACB01000014.1_5	COG1013	2.41e-104	0.3955	0.3605	0.9116	0.9306
DACB01000014.1_6	COG1014	5.93e-41	0.3594	0.3399	0.9458	1.027
DACB01000014.1_7	COG0045	9.64e-161	0.4948	0.4935	0.9974	1.046
DACB01000014.1_8	COG4086	8.66e-69	0.3163	0.311	0.9833	1.024
DACB01000014.1_9	COG0731	5.27e-89	0.3957	0.3716	0.9392	0.9115
DACB01000014.1_11	COG0149	1.11e-58	0.2749	0.2749	1	1.106
DACB01000014.1_12	COG0126	7.81e-158	0.4681	0.4835	1.033	0.9976
DACB01000014.1_13	COG2012	5.97e-29	0.6	0.5625	0.9375	0.974
DACB01000014.1_14	COG0085	8.84e-152	0.3114	0.1519	0.4877	1.04
DACB01000014.1_15	COG0085	0	0.3951	0.2274	0.5755	1.012
DACB01000014.1_16	COG0086	0	0.3542	0.3787	1.069	0.992
DACB01000014.1_17	COG0086	4.56e-87	0.361	0.172	0.4765	1
DACB01000014.1_18	COG1911	1.96e-44	0.6316	0.6	0.95	0.9596
DACB01000014.1_19	COG0195	1.2e-30	0.3333	0.2211	0.6632	1
DACB01000014.1_20	COG0048	2.17e-55	0.3913	0.4186	1.07	0.9718
DACB01000014.1_21	COG0049	3.08e-61	0.4103	0.4324	1.054	0.8298
DACB01000014.1_22	COG0480	0	0.3629	0.3931	1.083	1.053
DACB01000014.1_23	COG5256	0	0.6262	0.6262	1	1.034
DACB01000014.1_24	COG0051	1.24e-44	0.3981	0.3942	0.9904	1
DACB01000014.1_27	COG1680	3.86e-38	0.2168	0.1923	0.8872	0.6201
DACB01000014.1_28	COG2020	9.26e-24	0.3644	0.2299	0.631	0.5488
