#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_226	6316	5	N	N	1	*	*,226,*
contig_567	6307	5	N	N	1	*	*,567,*
contig_741	6295	56	Y	Y	1	192	741
contig_405	6289	4	N	N	1	*	*,405,*
contig_1038	6288	6	N	N	1	*	*,1038,*
contig_650	6284	4	N	N	1	*	*,650,*
contig_176	6255	93	Y	Y	1	*	176
contig_747	6234	4	N	N	1	*	*,747,*
contig_383	6184	4	N	N	1	*	*,383,*
contig_1168	6098	6	N	N	1	*	*,1168,*
contig_393	6084	5	N	N	1	*	*,393,*
contig_569	6068	3	N	N	1	*	*,569,*
contig_191	6053	3	N	N	1	*	*,191,*
contig_620	6052	3	N	N	1	*	*,620,*
contig_376	6050	3	N	N	1	*	*,376,*
contig_343	6043	135	N	Y	1	310	*,343,*
contig_733	6041	107	N	Y	1	*	733
contig_1030	5943	4	N	N	1	*	*,1030,*
contig_78	5931	4	N	N	1	*	*,78,*
contig_698	5858	6	N	N	1	*	*,698,*
contig_1176	5832	5	N	N	1	*	*,1176,*
contig_260	5828	4	N	N	1	*	*,260,*
contig_667	5814	4	N	N	1	*	*,667,*
contig_593	5809	5	N	N	1	*	*,593,*
contig_542	5804	5	N	N	1	*	*,542,*
contig_814	5803	53	Y	Y	1	252	814
contig_665	5783	3	N	N	1	*	*,665,*
contig_644	5780	7	N	N	1	*	*,644,*
contig_208	5735	4	N	N	1	*	*,208,*
contig_67	5720	4	N	N	1	*	*,67,*
contig_1183	5709	6	N	N	1	*	*,1183,*
contig_669	5685	4	N	N	1	*	*,669,*
contig_843	5675	3	N	N	1	*	*,843,*
contig_675	5671	4	N	N	1	*	*,675,*
contig_1094	5663	10	N	N	1	*	1094,-1093,-1092,1093
contig_1122	5623	4	N	N	1	*	*,1122,*
contig_369	5621	6	N	N	1	*	*,369,*
contig_605	5574	3	N	N	1	*	*,605,*
contig_407	5536	51	N	N	1	*	407,408
contig_705	5500	55	N	N	1	*	705
contig_455	5447	37	Y	Y	1	244	455
contig_683	5446	4	N	Y	1	316	*,683,*
contig_643	5437	6	N	N	1	*	*,643,*
contig_743	5433	5	N	N	1	*	*,743,*
contig_740	5395	59	N	N	1	*	*,740,*
contig_1119	5390	5	N	N	1	*	*,1119,*
contig_70	5358	30	Y	N	1	*	70
contig_815	5333	51	N	Y	1	320	*,815
contig_69	5332	3	N	N	1	*	*,69,*
contig_257	5320	4	N	N	1	*	*,257,*
contig_571	5310	4	N	N	1	*	*,571,*
contig_1227	5283	3	N	N	1	*	*,1227,*
contig_1325	5239	5	N	N	1	*	*,1325,*
contig_628	5222	4	N	N	1	*	*,628,*
contig_259	5212	6	N	N	1	*	*,259,*
contig_1389	5202	3	N	N	1	*	*,1389,*
contig_640	5170	120	N	Y	1	*	640
contig_364	5161	49	Y	Y	1	226	364
contig_437	5146	4	N	N	1	*	*,437,*
contig_762	5139	4	N	N	1	*	*,762,*
contig_1159	5138	3	N	N	1	*	*,1159,*
contig_770	5129	3	N	N	1	*	*,770,*
contig_664	5084	3	N	N	1	*	*,664,*
contig_758	5078	6	N	N	1	*	*,758,*
contig_651	5071	3	N	N	1	*	*,651,*
contig_1057	5062	4	N	N	1	*	*,1057,*
contig_175	5051	3	N	N	1	*	*,175,*
contig_1145	5017	3	N	N	1	*	*,1145,*
contig_521	4992	4	N	N	1	*	*,521,*
contig_453	4964	207	N	Y	2	332	*,453,*
contig_1372	4890	5	N	N	1	*	*,1372,*
contig_755	4887	4	N	N	1	*	*,755,*
contig_227	4881	4	N	N	1	*	*,227,*
contig_659	4849	3	N	N	1	*	*,659,*
contig_621	4810	5	N	N	1	*	*,621,*
contig_444	4801	5	N	Y	1	336	*,444,*
contig_774	4790	5	N	N	1	*	*,774,*
contig_943	4790	11	Y	Y	1	152	943
contig_572	4767	4	N	N	1	*	*,572,*
contig_315	4740	46	N	Y	1	168	315
contig_793	4716	3	N	N	1	*	*,793,*
contig_263	4713	4	N	N	1	*	*,263,*
contig_171	4697	6	N	N	1	*	*,171,*
contig_692	4692	54	N	Y	1	280	*,692
contig_1258	4654	3	N	N	1	*	*,1258,*
contig_389	4654	6	N	N	1	*	*,389,*
contig_258	4652	5	N	N	1	*	*,258,*
contig_549	4605	4	N	N	1	*	*,549,*
contig_346	4535	13	Y	Y	1	240	346
contig_386	4518	4	N	N	1	*	*,386,*
contig_562	4518	4	N	N	1	*	*,562,*
contig_604	4469	11	N	Y	1	328	*,604
contig_999	4462	3	N	N	1	*	*,999,*
contig_508	4435	6	N	N	1	*	*,508,*
contig_689	4435	4	N	N	1	*	*,689,*
contig_551	4425	4	N	N	1	*	*,551,*
contig_676	4424	4	N	N	1	*	*,676,*
contig_1231	4415	3	N	N	1	*	*,1231,*
contig_552	4397	3	N	N	1	*	*,552,*
contig_1034	4361	5	N	N	1	*	*,1034,*
contig_601	4332	17	N	Y	1	328	601,*
contig_615	4310	4	N	N	1	*	*,615,*
contig_701	4284	29	N	Y	1	190	*,701,*
contig_1185	4270	3	N	N	1	*	*,1185,*
contig_718	4251	3	N	N	1	*	*,718,*
contig_1274	4237	6	N	N	1	*	*,1274,*
contig_1008	4234	6	N	N	1	*	*,1008,*
contig_87	4218	12	N	Y	1	312	*,87,*
contig_230	4214	4	N	N	1	*	*,230,*
contig_410	4153	4	N	N	1	*	*,410,*
contig_524	4144	5	N	N	1	*	*,524,*
contig_299	4099	3	N	N	1	*	*,299,*
contig_751	4096	5	N	N	1	*	*,751,*
contig_788	4085	3	N	N	1	*	*,788,*
contig_59	4065	4	N	N	1	*	*,59,*
contig_12	4058	153	N	Y	1	*	*,12,*
contig_589	3991	6	N	N	1	*	*,589,*
contig_170	3973	3	N	N	1	*	*,170,*
contig_417	3954	4	N	N	1	*	*,417,*
contig_284	3876	3	N	N	1	*	*,284,*
contig_557	3864	47	N	N	1	*	557,558
contig_58	3860	6	N	N	1	*	*,58,*
contig_341	3800	16	Y	Y	1	238	341
contig_387	3796	6	N	N	1	*	*,387,*
contig_1191	3720	4	N	N	1	*	*,1191,*
contig_702	3715	302	N	Y	3	202	702
contig_86	3693	39	N	Y	1	*	*,86,*
contig_293	3671	3	N	Y	1	318	*,293,*
contig_771	3630	4	N	N	1	*	*,771,*
contig_786	3608	3	N	N	1	*	*,786,*
contig_794	3571	3	N	N	1	*	*,794,*
contig_768	3546	8	N	N	1	*	*,768,*
contig_459	3537	45	Y	Y	1	242	459
contig_1141	3535	4	N	N	1	*	*,1141,*
contig_957	3484	53	Y	Y	1	260	957
contig_590	3454	3	N	N	1	*	*,590,*
contig_124	3452	48	Y	Y	1	220	124
contig_715	3439	5	N	N	1	*	*,715,*
contig_397	3421	4	N	N	1	*	*,397,*
contig_292	3404	7	Y	Y	1	232	292
contig_233	3393	3	N	N	1	*	*,233,*
contig_366	3376	10	Y	Y	1	218	366
contig_181	3334	4	N	N	1	*	*,181,*
contig_161	3332	7	Y	Y	1	*	161
contig_443	3296	4	N	N	1	*	*,443,*
contig_738	3295	37	Y	Y	1	194	738
contig_427	3246	57	N	Y	1	288	*,427
contig_416	3219	3	N	N	1	*	*,416,*
contig_429	3213	57	N	Y	1	288	429
contig_745	3210	3	N	N	1	*	*,745,*
contig_706	3191	215	N	Y	2	202	*,706
contig_773	3149	3	N	N	1	*	*,773,*
contig_431	3147	16	N	Y	1	288	431,*
contig_61	3145	4	N	N	1	*	*,61,*
contig_1082	3125	5	N	N	1	*	*,1082,*
contig_744	3119	3	N	N	1	*	*,744,*
contig_144	3110	5	N	N	1	*	*,144,*
contig_680	3075	7	N	Y	1	316	*,680,*
contig_10	3009	14	Y	Y	1	142	10
contig_759	3001	5	N	N	1	*	*,759,*
contig_711	2987	3	N	N	1	*	*,711,*
contig_80	2970	4	N	N	1	*	*,80,*
contig_600	2958	3	N	N	1	*	*,600,*
contig_796	2945	17	N	N	4	*	*,796,*
contig_380	2925	5	N	N	1	*	*,380,*
contig_357	2917	45	Y	Y	1	200	357
contig_688	2885	4	N	N	1	*	*,688,*
contig_778	2879	3	N	N	1	*	*,778,*
contig_267	2811	4	N	N	1	*	*,267,*
contig_469	2770	6	N	N	1	*	*,469,*
contig_654	2737	5	N	N	1	*	*,654,*
contig_1006	2705	3	N	N	1	*	*,1006,*
contig_302	2697	110	N	Y	1	234	302
contig_660	2695	4	N	N	1	*	*,660,*
contig_356	2673	43	Y	Y	1	228	356
contig_33	2670	223	N	Y	2	254	*,33
contig_612	2580	7	N	N	1	*	*,612,*
contig_1220	2556	4	N	N	1	*	*,1220,*
contig_719	2552	3	N	N	1	*	*,719,*
contig_81	2537	3	N	N	1	*	*,81,*
contig_45	2523	44	N	Y	1	306	*,45,*
contig_177	2456	25	N	Y	1	278	*,177,*
contig_754	2447	4	N	N	1	*	*,754,*
contig_14	2445	43	Y	Y	1	264	14
contig_782	2444	3	N	N	1	*	*,782,*
contig_418	2438	4	N	N	1	*	*,418,*
contig_475	2434	3	N	N	1	*	*,475,*
contig_131	2415	303	N	Y	2	*	131
contig_709	2404	3	N	N	1	*	*,709,*
contig_344	2387	184	N	Y	1	308	*,344,*
contig_728	2364	38	Y	Y	1	258	728
contig_52	2320	76	N	Y	1	214	52
contig_691	2309	27	N	Y	1	280	691
contig_178	2295	3	N	Y	1	278	*,178,*
contig_339	2279	3	N	Y	1	314	*,339
contig_1429	2276	29	Y	Y	1	*	1429
contig_603	2275	20	N	Y	1	328	*,603
contig_454	2248	18	N	Y	1	332	*,454,*
contig_700	2232	104	N	Y	1	190	700,*
contig_645	2170	5	N	N	1	*	*,645,*
contig_737	2111	6	Y	Y	1	224	737
contig_200	2064	48	N	Y	1	282	*,200,*
contig_434	2021	163	N	Y	1	286	*,434,*
contig_458	2016	37	Y	Y	1	250	458
contig_693	2016	3	N	Y	1	280	*,693
contig_373	1870	3	N	Y	1	284	*,373,*
contig_142	1845	3	N	Y	1	274	*,142,*
contig_819	1843	106	N	Y	1	320	819,*
contig_432	1770	17	N	Y	1	290	*,432,*
contig_625	1727	67	N	Y	1	*	625
contig_637	1711	21	N	Y	1	*	637
contig_731	1693	128	N	Y	1	304	*,731,*
contig_358	1656	20	Y	Y	1	198	358
contig_727	1632	95	N	Y	1	342	*,727,*
contig_433	1622	4	N	Y	1	290	*,433,*
contig_1366	1588	97	N	Y	1	340	*,1366,*
contig_463	1374	125	N	Y	1	334	*,463,*
contig_47	1355	3	N	Y	1	306	47,*
contig_729	1354	20	N	Y	1	302	*,729,*
contig_338	1352	21	N	Y	1	314	*,338
contig_35	1340	47	N	N	1	*	35
contig_780	1308	108	N	Y	1	324	*,780,*
contig_294	1306	15	N	Y	1	318	*,294,*
contig_704	1302	34	N	Y	1	190	*,704
contig_46	1291	28	N	Y	1	306	46,*
contig_317	1270	65	N	Y	1	168	317
contig_51	1200	20	N	Y	1	214	51
contig_44	1145	16	N	Y	1	306	*,44
contig_602	1066	39	N	Y	1	328	*,602,*
contig_460	1001	75	N	N	1	*	460
contig_445	976	134	N	Y	1	336	*,445,*
contig_425	812	95	N	Y	1	288	*,425
contig_430	776	44	N	Y	1	288	430,*
contig_331	767	3	N	Y	1	326	*,331,*
contig_13	761	20	N	Y	1	264	*,13,*
contig_781	750	20	N	Y	1	324	*,781,*
contig_316	693	25	N	Y	1	168	316
contig_636	642	34	N	Y	1	*	636
contig_641	597	11	Y	Y	1	46	641
contig_147	596	4	N	Y	1	*	147
contig_663	572	20	Y	Y	1	*	663
contig_110	560	3	Y	Y	1	150	110
contig_37	534	49	N	Y	1	266	*,37,*
