Query	Subject	Evalue	PID	Subject_Pid	Coverage	Query_coverage
NODE_277_length_3567_cov_17.519484_2	COG0438	5.39e-43	0.3008	0.3071	1.021	1.021
NODE_479_length_723_cov_16.094427_1	COG0286	4.66e-53	0.3773	0.1697	0.4499	1.019
NODE_2_length_162612_cov_78.117187_1	COG0596	2.96e-24	0.2203	0.2234	1.014	0.9565
NODE_2_length_162612_cov_78.117187_135	COG0122	1.62e-46	0.3333	0.2491	0.7474	0.6916
NODE_3_length_156794_cov_85.676493_66	COG1731	3.46e-84	0.5817	0.5779	0.9935	0.9935
NODE_4_length_156707_cov_15.332159_53	COG1348	9.7e-113	0.502	0.4604	0.9173	0.9808
NODE_7_length_116193_cov_15.825812_83	COG0433	1.72e-33	0.2681	0.2135	0.7962	0.8466
NODE_8_length_112668_cov_91.537734_29	COG0422	0	0.5173	0.5185	1.002	0.9908
NODE_12_length_102272_cov_16.001243_46	COG0571	2.47e-28	0.3358	0.1915	0.5702	0.8072
NODE_12_length_102272_cov_16.001243_78	COG0052	1.39e-67	0.3252	0.3175	0.9762	1.188
NODE_15_length_61306_cov_84.763935_9	COG3576	1.07e-29	0.3143	0.2543	0.8092	1.077
NODE_16_length_61116_cov_84.262029_7	COG3277	1.35e-18	0.4177	0.3367	0.8061	0.8587
NODE_16_length_61116_cov_84.262029_51	COG0771	7.26e-55	0.2539	0.2188	0.8616	0.9301
NODE_18_length_57661_cov_83.486854_6	COG2450	4.12e-11	0.2742	0.2742	1	1.051
NODE_18_length_57661_cov_83.486854_54	COG4070	0	0.469	0.4727	1.008	0.9961
NODE_26_length_43493_cov_69.576032_35	COG1903	5e-113	0.4786	0.4578	0.9564	0.9538
NODE_26_length_43493_cov_69.576032_38	COG1204	0	0.3413	0.3185	0.9334	1.032
NODE_28_length_40494_cov_90.345696_51	COG1691	1.08e-115	0.5397	0.5354	0.9921	0.9921
NODE_38_length_32562_cov_74.891242_15	COG0854	1.36e-90	0.4043	0.391	0.9671	0.9874
NODE_40_length_31484_cov_80.441940_11	COG2151	4.62e-17	0.2396	0.2072	0.8649	0.9796
NODE_45_length_29892_cov_79.173470_5	COG0221	1.91e-59	0.4737	0.4737	1	0.9096
NODE_49_length_29195_cov_16.573116_18	COG0609	6.1e-83	0.3742	0.3653	0.976	0.9132
NODE_49_length_29195_cov_16.573116_21	COG2131	1.25e-72	0.5425	0.5061	0.9329	1.027
NODE_55_length_27367_cov_83.765775_13	COG2865	4.1e-14	0.3091	0.0728	0.2355	1.048
NODE_68_length_24288_cov_91.633266_18	COG0618	1.95e-58	0.3045	0.2861	0.9398	0.9043
NODE_78_length_21976_cov_14.470798_16	COG1793	2.55e-119	0.3633	0.4189	1.153	0.8722
NODE_81_length_20764_cov_83.266593_4	COG2264	2.44e-50	0.2557	0.26	1.017	1.109
NODE_82_length_20708_cov_87.430178_17	COG3525	7.44e-19	0.2082	0.09016	0.4331	0.5024
NODE_83_length_20414_cov_14.956582_19	COG3576	4.53e-20	0.2692	0.2023	0.7514	0.9559
NODE_87_length_19394_cov_15.324377_17	COG0177	4.78e-85	0.4213	0.4313	1.024	0.9686
NODE_106_length_15625_cov_81.699961_13	COG1702	1.02e-119	0.4528	0.4138	0.9138	1.003
NODE_127_length_12763_cov_101.184613_1	COG2098	2.15e-18	0.5946	0.1897	0.319	0.9024
NODE_127_length_12763_cov_101.184613_9	COG3363	6.66e-81	0.4608	0.47	1.02	1.015
NODE_186_length_7160_cov_107.221093_1	COG0666	1.38e-13	0.3235	0.1872	0.5787	0.29
NODE_192_length_6845_cov_56.803635_5	COG1215	4.18e-21	0.2317	0.1367	0.59	0.7708
NODE_204_length_6163_cov_115.179757_5	COG1192	8.4e-84	0.4466	0.4363	0.9768	0.9476
NODE_207_length_5836_cov_71.861087_4	COG4187	0	0.3659	0.3653	0.9982	1.002
NODE_258_length_3890_cov_31.951220_3	COG1149	1.31e-11	0.3548	0.07747	0.2183	0.2123
NODE_332_length_2499_cov_7.304707_1	COG1134	9.26e-56	0.4468	0.253	0.5663	0.1822
NODE_428_length_1181_cov_83.126812_1	COG1032	4.46e-23	0.2029	0.1163	0.5735	0.7375
NODE_538_length_568_cov_12.515275_1	COG1715	2.12e-85	0.578	0.3247	0.5617	0.9943
NODE_893_length_264_cov_1.171123_1	COG0793	9.98e-21	0.3448	0.07389	0.2143	1
NODE_1_length_174676_cov_75.610868_92	COG0072	7.24e-142	0.2982	0.2569	0.8615	1.018
NODE_1_length_174676_cov_75.610868_108	COG4285	1.77e-16	0.2857	0.253	0.8854	0.5895
NODE_1_length_174676_cov_75.610868_114	COG2021	3.7e-61	0.2429	0.231	0.9511	1.074
NODE_2_length_162612_cov_78.117187_57	COG0595	3.16e-137	0.3772	0.3099	0.8216	1.011
NODE_2_length_162612_cov_78.117187_69	COG0202	3.04e-44	0.2141	0.2019	0.9432	1.124
NODE_2_length_162612_cov_78.117187_149	COG2048	1.08e-138	0.5306	0.5324	1.003	0.9833
NODE_3_length_156794_cov_85.676493_7	COG1418	3.42e-17	0.2385	0.1396	0.5856	0.8125
NODE_3_length_156794_cov_85.676493_105	COG0608	6.5e-57	0.227	0.2159	0.9511	0.9979
NODE_3_length_156794_cov_85.676493_173	COG1453	1.57e-161	0.4766	0.468	0.9821	0.9821
NODE_5_length_138743_cov_15.678321_10	COG1112	9.94e-36	0.2694	0.1043	0.3872	0.2401
NODE_5_length_138743_cov_15.678321_54	COG1830	3.89e-84	0.45	0.4415	0.9811	1
NODE_7_length_116193_cov_15.825812_30	COG0528	4.37e-44	0.3365	0.2983	0.8866	1.055
NODE_7_length_116193_cov_15.825812_46	COG2147	3.84e-57	0.54	0.54	1	0.974
NODE_8_length_112668_cov_91.537734_60	COG1143	8.28e-12	0.3333	0.1279	0.3837	0.197
NODE_16_length_61116_cov_84.262029_46	COG2043	8.73e-95	0.5707	0.5105	0.8945	0.9217
NODE_22_length_46028_cov_91.703641_23	COG0195	5.34e-25	0.2248	0.2	0.8895	1.018
NODE_29_length_39564_cov_89.439512_11	COG0294	2.39e-26	0.2467	0.2701	1.095	0.5792
NODE_30_length_38810_cov_89.773191_19	COG0009	6.45e-61	0.3623	0.3555	0.981	1
NODE_32_length_36761_cov_97.987215_3	COG0210	0	0.4139	0.4183	1.011	0.8564
NODE_32_length_36761_cov_97.987215_5	COG0766	2.5e-155	0.3908	0.4038	1.033	0.9954
NODE_33_length_36654_cov_88.376657_17	COG0707	4.24e-94	0.3618	0.3557	0.9832	0.9538
NODE_37_length_34206_cov_14.013595_20	COG2814	3.74e-18	0.1952	0.165	0.8452	0.681
NODE_39_length_31805_cov_92.274300_12	COG0571	7.63e-53	0.3425	0.3192	0.9319	0.9202
NODE_50_length_29069_cov_79.463473_20	COG1595	1.84e-34	0.2857	0.2747	0.9615	0.9669
NODE_57_length_26396_cov_76.010069_16	COG0231	5.8e-48	0.4351	0.4351	1	0.6968
NODE_61_length_25471_cov_92.689415_19	COG0474	0	0.3934	0.3926	0.9978	1.008
NODE_63_length_24989_cov_17.225112_20	COG2412	3.59e-29	0.4375	0.4158	0.9505	0.9796
NODE_79_length_21609_cov_73.352870_4	COG0438	6.48e-18	0.2015	0.2152	1.068	1.007
NODE_79_length_21609_cov_73.352870_6	COG0108	4.22e-106	0.5882	0.5911	1.005	0.4916
NODE_88_length_18877_cov_14.061383_4	COG1239	1.02e-146	0.5227	0.409	0.7825	0.9594
NODE_98_length_17144_cov_108.543857_15	COG0511	6.35e-18	0.3881	0.1857	0.4786	0.6381
NODE_107_length_15495_cov_82.436373_10	COG1932	5.87e-144	0.4485	0.4411	0.9836	1.006
NODE_236_length_4719_cov_59.004308_3	COG1587	1.07e-16	0.1976	0.2016	1.02	1.02
NODE_258_length_3890_cov_31.951220_4	COG0664	1.97e-28	0.2143	0.2103	0.9813	0.9417
NODE_563_length_526_cov_5.193764_1	COG2036	2.76e-23	0.5507	0.4176	0.7582	0.9857
NODE_689_length_374_cov_4.821549_1	COG1311	2.62e-24	0.3937	0.1039	0.264	1.024
NODE_959_length_246_cov_2.733728_1	COG0209	1.71e-11	0.3067	0.03533	0.1152	0.9259
NODE_3_length_156794_cov_85.676493_63	COG0620	4.1e-55	0.295	0.303	1.027	1.04
NODE_3_length_156794_cov_85.676493_75	COG1097	5.91e-82	0.4737	0.4519	0.954	0.8571
NODE_3_length_156794_cov_85.676493_137	COG0438	7.78e-50	0.2596	0.2651	1.021	1.024
NODE_4_length_156707_cov_15.332159_140	COG1533	2.4e-39	0.3757	0.2189	0.5825	0.8964
NODE_5_length_138743_cov_15.678321_62	COG0009	6.65e-72	0.3868	0.3886	1.005	0.986
NODE_7_length_116193_cov_15.825812_61	COG0185	1.55e-31	0.4086	0.4086	1	0.6039
NODE_7_length_116193_cov_15.825812_84	COG1608	2.99e-72	0.3765	0.381	1.012	0.9808
NODE_7_length_116193_cov_15.825812_87	COG0668	6.35e-35	0.2667	0.2532	0.9494	0.7673
NODE_8_length_112668_cov_91.537734_21	COG0015	0	0.4873	0.4817	0.9886	0.9601
NODE_10_length_107865_cov_90.702212_104	COG2073	2.78e-53	0.2844	0.3121	1.097	0.9761
NODE_12_length_102272_cov_16.001243_41	COG0190	2.76e-146	0.5582	0.576	1.032	0.9766
NODE_12_length_102272_cov_16.001243_45	COG1184	6.16e-102	0.4724	0.4551	0.9635	0.9416
NODE_13_length_68512_cov_85.489369_71	COG3764	2.08e-23	0.239	0.2333	0.9762	1.025
NODE_15_length_61306_cov_84.763935_2	COG2303	5.27e-27	0.1975	0.2048	1.037	1.201
NODE_19_length_54512_cov_14.152824_48	COG2076	8.17e-16	0.3714	0.3679	0.9906	0.8898
NODE_28_length_40494_cov_90.345696_52	COG0068	0	0.4583	0.4693	1.024	0.9961
NODE_31_length_37357_cov_13.731411_22	COG2150	1.19e-41	0.3988	0.3892	0.976	0.9819
NODE_32_length_36761_cov_97.987215_7	COG0576	7.87e-40	0.3862	0.3782	0.9793	0.913
NODE_33_length_36654_cov_88.376657_8	COG0657	3.49e-18	0.2906	0.109	0.375	0.2127
NODE_38_length_32562_cov_74.891242_30	COG0326	3.65e-137	0.3159	0.3098	0.9807	0.8829
NODE_39_length_31805_cov_92.274300_21	COG0489	3.38e-71	0.4375	0.3698	0.8453	0.6087
NODE_40_length_31484_cov_80.441940_14	COG0028	0	0.4015	0.3927	0.9782	0.9181
NODE_51_length_28954_cov_87.297607_10	COG0634	8.42e-54	0.3929	0.3708	0.9438	0.9282
NODE_52_length_28942_cov_86.086333_5	COG4827	5.08e-49	0.2895	0.2761	0.954	0.958
NODE_58_length_26015_cov_21.986930_3	COG2028	8.42e-20	0.3487	0.3655	1.048	1.02
NODE_60_length_25696_cov_87.296382_9	COG1004	0	0.5332	0.5435	1.019	0.9657
NODE_62_length_25314_cov_100.626540_5	COG4221	1.62e-118	0.5347	0.5325	0.9959	0.9646
NODE_72_length_23540_cov_89.391126_1	COG0215	0	0.4622	0.4871	1.054	1
NODE_74_length_23217_cov_90.457260_15	COG0049	3.08e-61	0.4103	0.4324	1.054	0.8298
NODE_91_length_18299_cov_90.055921_1	COG0034	3.2e-42	0.2548	0.3426	1.345	1.003
NODE_91_length_18299_cov_90.055921_3	COG1360	4.55e-30	0.309	0.2254	0.7295	0.5159
NODE_92_length_18148_cov_93.895191_14	COG4826	3.06e-84	0.3436	0.3537	1.029	1.017
NODE_114_length_15148_cov_9.917258_4	COG2028	1.82e-25	0.4028	0.4	0.9931	1.059
NODE_118_length_14003_cov_100.052061_16	COG2827	2.02e-32	0.4819	0.4211	0.8737	0.7905
NODE_123_length_13522_cov_7.110450_4	COG0451	2e-42	0.2447	0.2548	1.041	0.916
NODE_147_length_10431_cov_84.739135_3	COG5000	8.33e-46	0.3172	0.1011	0.3188	0.1835
NODE_216_length_5420_cov_78.433277_1	COG0612	1.21e-45	0.2625	0.2511	0.9566	0.9836
NODE_217_length_5416_cov_123.825997_4	COG3246	7.82e-99	0.3987	0.396	0.9933	1.076
NODE_383_length_1747_cov_86.838922_1	COG0115	3.04e-28	0.2365	0.2007	0.8486	0.9718
NODE_567_length_525_cov_3.629464_1	COG3509	2.11e-16	0.3025	0.1571	0.5192	0.931
NODE_1181_length_173_cov_3.593750_1	COG4868	2.23e-18	0.5088	0.05882	0.1156	1
NODE_1_length_174676_cov_75.610868_28	COG1625	1.93e-81	0.2988	0.3068	1.027	1
NODE_2_length_162612_cov_78.117187_60	COG1577	1.62e-58	0.4333	0.3811	0.8795	0.9574
NODE_2_length_162612_cov_78.117187_155	COG1131	5.38e-95	0.3766	0.3959	1.051	0.9747
NODE_3_length_156794_cov_85.676493_64	COG0207	8.91e-58	0.2667	0.209	0.7836	0.9459
NODE_3_length_156794_cov_85.676493_127	COG1348	4.57e-147	0.5963	0.5791	0.9712	1.015
NODE_3_length_156794_cov_85.676493_134	COG1209	1.04e-132	0.4515	0.472	1.045	0.8399
NODE_3_length_156794_cov_85.676493_162	COG3261	8.75e-166	0.4297	0.4162	0.9686	0.9737
NODE_4_length_156707_cov_15.332159_29	COG0790	1.01e-19	0.3208	0.1747	0.5445	0.9938
NODE_4_length_156707_cov_15.332159_45	COG1010	5.76e-123	0.5226	0.51	0.9759	0.9838
NODE_6_length_125980_cov_87.281550_111	COG1951	2.83e-60	0.2414	0.2357	0.9764	0.9966
NODE_7_length_116193_cov_15.825812_38	COG0130	2.48e-90	0.3901	0.4059	1.041	0.865
NODE_7_length_116193_cov_15.825812_71	COG0164	1.67e-56	0.3611	0.392	1.085	1.005
NODE_8_length_112668_cov_91.537734_18	COG1328	0	0.467	0.4757	1.019	0.9272
NODE_8_length_112668_cov_91.537734_56	COG2191	1.38e-36	0.343	0.3447	1.005	1.073
NODE_10_length_107865_cov_90.702212_10	COG1093	2.36e-119	0.5454	0.5353	0.9814	1.015
NODE_10_length_107865_cov_90.702212_74	COG0446	1.32e-82	0.3225	0.3349	1.039	0.9557
NODE_15_length_61306_cov_84.763935_25	COG3635	2.19e-160	0.4282	0.4167	0.973	1.015
NODE_20_length_53612_cov_15.351191_7	COG1234	2.32e-92	0.4074	0.4144	1.017	0.9643
NODE_23_length_45256_cov_14.588791_31	COG0106	1.82e-80	0.4241	0.3942	0.9295	0.9739
NODE_26_length_43493_cov_69.576032_46	COG1243	0	0.5609	0.5631	1.004	1
NODE_33_length_36654_cov_88.376657_25	COG2001	4.46e-27	0.2889	0.2671	0.9247	0.8766
NODE_35_length_35877_cov_118.067291_39	COG0100	1.53e-55	0.5969	0.5969	1	0.9923
NODE_36_length_34693_cov_81.086492_28	COG2110	3.33e-40	0.5816	0.3184	0.5475	1.065
NODE_47_length_29760_cov_14.955867_26	COG0002	5.5e-148	0.4683	0.4441	0.9484	0.9881
NODE_48_length_29403_cov_87.015549_14	COG0574	0	0.263	0.3203	1.218	0.9989
NODE_53_length_28243_cov_80.347582_4	COG1617	2.32e-29	0.3448	0.3165	0.9177	0.8735
NODE_53_length_28243_cov_80.347582_10	COG2457	5.73e-35	0.315	0.3166	1.005	0.9662
NODE_53_length_28243_cov_80.347582_29	COG0856	3.67e-80	0.5473	0.5419	0.9901	1.005
NODE_54_length_27760_cov_92.635264_18	COG1595	1.89e-41	0.3125	0.3022	0.967	0.9724
NODE_76_length_22892_cov_94.898269_8	COG0193	1.72e-67	0.4381	0.4474	1.021	1.032
NODE_78_length_21976_cov_14.470798_6	COG1239	1.65e-69	0.3545	0.2908	0.8203	0.5517
NODE_86_length_19578_cov_79.157889_17	COG0436	2.02e-33	0.2425	0.2672	1.102	0.9908
NODE_87_length_19394_cov_15.324377_7	COG1552	4.74e-12	0.6458	0.62	0.96	0.96
NODE_87_length_19394_cov_15.324377_14	COG0864	5.14e-43	0.4148	0.4118	0.9926	0.906
NODE_96_length_17432_cov_100.036070_2	COG0612	3.05e-70	0.2679	0.2557	0.9543	1.007
NODE_118_length_14003_cov_100.052061_11	COG0332	8.35e-129	0.4233	0.4272	1.009	0.9449
NODE_140_length_11264_cov_15.934746_9	COG2058	9.96e-12	0.5769	0.2752	0.4771	0.4952
NODE_226_length_5168_cov_8.880574_3	COG0463	4.73e-16	0.2151	0.1856	0.8625	0.9127
NODE_677_length_389_cov_2.368590_2	COG1249	3.79e-29	0.6842	0.0859	0.1256	0.8143
NODE_1_length_174676_cov_75.610868_17	COG0855	0	0.4208	0.4195	0.9971	1.004
NODE_3_length_156794_cov_85.676493_135	COG1210	2.58e-155	0.5403	0.5292	0.9794	1.011
NODE_3_length_156794_cov_85.676493_167	COG0524	3.68e-64	0.3129	0.3119	0.9968	0.981
NODE_4_length_156707_cov_15.332159_46	COG0310	2.35e-49	0.436	0.451	1.034	0.9505
NODE_4_length_156707_cov_15.332159_56	COG2710	3.17e-27	0.257	0.1009	0.3925	0.5028
NODE_4_length_156707_cov_15.332159_138	COG1691	2.71e-72	0.4596	0.4252	0.9252	0.9514
NODE_5_length_138743_cov_15.678321_51	COG1605	3.05e-14	0.4419	0.3762	0.8515	1
NODE_6_length_125980_cov_87.281550_102	COG1155	0	0.645	0.6429	0.9966	1.002
NODE_8_length_112668_cov_91.537734_91	COG1013	3.54e-64	0.2826	0.2653	0.9388	0.5656
NODE_9_length_111157_cov_16.817258_6	COG0468	1.95e-57	0.3333	0.2724	0.8172	1.06
NODE_9_length_111157_cov_16.817258_99	COG0492	6.34e-70	0.3947	0.3869	0.9803	1.027
NODE_10_length_107865_cov_90.702212_28	COG1491	7.97e-88	0.5737	0.5396	0.9406	0.9845
NODE_10_length_107865_cov_90.702212_61	COG1812	0	0.598	0.6025	1.008	1
NODE_11_length_105680_cov_79.303012_14	COG1032	1.74e-64	0.2616	0.2408	0.9204	1
NODE_12_length_102272_cov_16.001243_104	COG0652	5.85e-68	0.5061	0.5253	1.038	1.025
NODE_14_length_68432_cov_66.540765_15	COG1682	3.57e-51	0.3518	0.3384	0.962	0.9511
NODE_16_length_61116_cov_84.262029_31	COG0580	1.58e-57	0.3953	0.4149	1.05	0.9731
NODE_18_length_57661_cov_83.486854_52	COG4069	6.32e-131	0.4533	0.4632	1.022	0.9591
NODE_27_length_41000_cov_82.492266_25	COG0115	9.92e-101	0.4521	0.4648	1.028	0.9481
NODE_27_length_41000_cov_82.492266_29	COG4020	5.45e-131	0.4893	0.4819	0.9849	1.003
NODE_28_length_40494_cov_90.345696_22	COG2037	8.95e-162	0.6367	0.6431	1.01	1.003
NODE_35_length_35877_cov_118.067291_47	COG2003	3.49e-73	0.3822	0.3839	1.004	0.9783
NODE_42_length_30616_cov_80.419660_18	COG0776	1.91e-29	0.5604	0.5426	0.9681	0.9891
NODE_47_length_29760_cov_14.955867_2	COG1860	4.29e-28	0.3559	0.2857	0.8027	1
NODE_68_length_24288_cov_91.633266_15	COG0545	8.47e-39	0.4956	0.278	0.561	0.3433
NODE_72_length_23540_cov_89.391126_4	COG1579	7.75e-24	0.2731	0.2594	0.9498	0.8937
NODE_76_length_22892_cov_94.898269_10	COG0456	1.7e-11	0.227	0.1808	0.7966	0.9156
NODE_83_length_20414_cov_14.956582_13	COG1340	4.93e-36	0.3776	0.3776	1	0.7989
NODE_84_length_20016_cov_85.482572_1	COG3279	2.4e-43	0.3347	0.3238	0.9672	0.9916
NODE_101_length_16387_cov_16.036787_1	COG1311	6.9e-19	0.3171	0.1081	0.341	0.988
NODE_108_length_15443_cov_80.435312_14	COG1014	2.4e-30	0.2908	0.2808	0.9655	1.083
NODE_111_length_15209_cov_86.841396_2	COG0738	2.48e-37	0.259	0.2725	1.052	1.016
NODE_114_length_15148_cov_9.917258_8	COG0610	0	0.3285	0.3285	1	1.068
NODE_118_length_14003_cov_100.052061_2	COG0009	1.22e-43	0.3812	0.2891	0.7583	0.8511
NODE_149_length_10346_cov_92.587107_5	COG2265	7.31e-132	0.3612	0.3796	1.051	0.9701
NODE_177_length_7570_cov_96.888429_2	COG4591	9.01e-51	0.2583	0.2672	1.034	1.017
NODE_201_length_6353_cov_60.931166_3	COG1086	0	0.3795	0.3912	1.031	0.9634
NODE_258_length_3890_cov_31.951220_2	COG1151	0	0.4664	0.4583	0.9826	1.029
NODE_465_length_828_cov_7.860186_1	COG1014	1.32e-44	0.3141	0.2956	0.9409	0.6945
NODE_1_length_174676_cov_75.610868_113	COG1141	3.84e-13	0.3143	0.3235	1.029	0.875
NODE_2_length_162612_cov_78.117187_75	COG1102	7.89e-71	0.4713	0.4581	0.9721	1.006
NODE_4_length_156707_cov_15.332159_5	COG1384	0	0.4228	0.4203	0.9942	1.006
NODE_4_length_156707_cov_15.332159_17	COG0574	0	0.4591	0.4784	1.042	1.005
NODE_4_length_156707_cov_15.332159_21	COG1013	2.29e-88	0.3633	0.3707	1.02	0.9494
NODE_4_length_156707_cov_15.332159_117	COG1492	6.27e-94	0.4764	0.249	0.5226	0.927
NODE_5_length_138743_cov_15.678321_3	COG2051	1.74e-18	0.4364	0.3582	0.8209	0.9821
NODE_6_length_125980_cov_87.281550_130	COG1012	6.24e-176	0.4437	0.4428	0.9979	1.009
NODE_7_length_116193_cov_15.825812_10	COG2048	2.61e-116	0.5088	0.4949	0.9727	1.011
NODE_7_length_116193_cov_15.825812_127	COG1646	5.23e-85	0.5163	0.5292	1.025	0.996
NODE_8_length_112668_cov_91.537734_90	COG0674	1.64e-94	0.3379	0.337	0.9973	1.022
NODE_9_length_111157_cov_16.817258_22	COG4030	3.06e-41	0.2171	0.2413	1.111	0.9211
NODE_10_length_107865_cov_90.702212_91	COG0253	5.45e-111	0.4225	0.4412	1.044	0.9759
NODE_11_length_105680_cov_79.303012_1	COG1819	1.33e-30	0.1816	0.1798	0.9901	0.6872
NODE_13_length_68512_cov_85.489369_43	COG0794	1.62e-59	0.3234	0.3218	0.995	0.9349
NODE_13_length_68512_cov_85.489369_53	COG1257	1.42e-161	0.4737	0.4541	0.9587	1.037
NODE_14_length_68432_cov_66.540765_11	COG4743	8.8e-27	0.2659	0.212	0.7975	0.5929
NODE_16_length_61116_cov_84.262029_21	COG1109	1.21e-155	0.4118	0.4073	0.9892	1.018
NODE_16_length_61116_cov_84.262029_59	COG0013	0	0.3251	0.3447	1.06	1.036
NODE_17_length_60787_cov_93.076972_22	COG0428	4.86e-62	0.403	0.406	1.008	1.008
NODE_18_length_57661_cov_83.486854_8	COG0455	2.19e-79	0.4773	0.4809	1.008	1.015
NODE_18_length_57661_cov_83.486854_48	COG1873	5.17e-11	0.282	0.2529	0.8966	0.907
NODE_32_length_36761_cov_97.987215_11	COG0697	3.61e-16	0.2376	0.2466	1.038	0.9838
NODE_33_length_36654_cov_88.376657_24	COG0275	9.65e-116	0.4416	0.4331	0.9809	1.03
NODE_42_length_30616_cov_80.419660_17	COG0286	1.76e-21	0.233	0.2106	0.9039	0.3602
NODE_47_length_29760_cov_14.955867_11	COG0066	1.68e-55	0.4244	0.3822	0.9005	1.075
NODE_51_length_28954_cov_87.297607_11	COG0563	2.09e-48	0.3838	0.3989	1.039	0.4731
NODE_53_length_28243_cov_80.347582_22	COG0231	6.03e-36	0.3023	0.2977	0.9847	0.9923
NODE_64_length_24987_cov_69.371618_13	COG0142	1.81e-86	0.3374	0.3447	1.022	1.009
NODE_64_length_24987_cov_69.371618_20	COG0488	1.22e-31	0.5263	0.07547	0.1434	0.8261
NODE_75_length_23096_cov_79.401103_2	COG1309	1.13e-15	0.1839	0.1592	0.8657	0.87
NODE_91_length_18299_cov_90.055921_9	COG0708	5.58e-116	0.4942	0.4942	1	1.028
NODE_94_length_17947_cov_82.703581_3	COG2164	3.22e-40	0.4146	0.4048	0.9762	1.042
NODE_106_length_15625_cov_81.699961_10	COG1179	1.05e-68	0.3633	0.3384	0.9316	1.029
NODE_107_length_15495_cov_82.436373_3	COG2017	7.48e-72	0.3254	0.3571	1.097	1.009
NODE_109_length_15321_cov_57.529389_5	COG0705	7.93e-16	0.2426	0.2149	0.886	0.9758
NODE_109_length_15321_cov_57.529389_6	COG0241	2.65e-48	0.3836	0.3094	0.8066	0.8795
NODE_131_length_12298_cov_49.382456_4	COG2885	1.91e-31	0.3652	0.2211	0.6053	0.1664
NODE_156_length_9517_cov_83.913242_6	COG0381	2.03e-154	0.4378	0.423	0.9661	0.8467
NODE_159_length_9309_cov_82.216313_1	COG1116	1.19e-14	0.449	0.08871	0.1976	0.98
NODE_173_length_7675_cov_110.411687_2	COG0488	0	0.3917	0.3924	1.002	0.8455
NODE_189_length_6985_cov_99.844528_2	COG1060	8.72e-121	0.4038	0.3973	0.9838	0.9891
NODE_198_length_6367_cov_114.826550_5	COG1670	1.61e-21	0.2514	0.2353	0.9358	0.9669
NODE_200_length_6360_cov_48.354130_1	COG3512	5.63e-31	0.4396	0.3448	0.7845	0.8198
NODE_216_length_5420_cov_78.433277_2	COG0612	4.94e-75	0.2874	0.2717	0.9452	0.9976
NODE_1_length_174676_cov_75.610868_118	COG0459	0	0.4291	0.4218	0.9828	0.9381
NODE_2_length_162612_cov_78.117187_5	COG3174	5.93e-68	0.3889	0.3962	1.019	0.913
NODE_3_length_156794_cov_85.676493_163	COG1143	2.69e-16	0.3784	0.1628	0.4302	0.2151
NODE_5_length_138743_cov_15.678321_141	COG1998	6.8e-18	0.5714	0.549	0.9608	0.7778
NODE_6_length_125980_cov_87.281550_49	COG0574	0	0.4446	0.4608	1.036	1.001
NODE_8_length_112668_cov_91.537734_53	COG2226	4.31e-12	0.2237	0.2059	0.9202	0.7766
NODE_8_length_112668_cov_91.537734_55	COG5643	3.37e-25	0.2051	0.1985	0.9679	0.7375
NODE_8_length_112668_cov_91.537734_96	COG2511	0	0.5425	0.5357	0.9873	0.9936
NODE_9_length_111157_cov_16.817258_21	COG0299	2.54e-15	0.1992	0.25	1.255	0.9161
NODE_12_length_102272_cov_16.001243_30	COG1143	3.74e-41	0.4516	0.3256	0.7209	0.502
NODE_12_length_102272_cov_16.001243_109	COG0166	8.25e-19	0.2	0.1278	0.639	0.8006
NODE_19_length_54512_cov_14.152824_22	COG2220	4.01e-21	0.2297	0.1861	0.8101	0.9721
NODE_19_length_54512_cov_14.152824_26	COG0598	6.58e-61	0.2635	0.2422	0.9193	0.9367
NODE_19_length_54512_cov_14.152824_34	COG1119	3.89e-66	0.3843	0.3424	0.8911	0.8808
NODE_23_length_45256_cov_14.588791_10	COG1798	1.71e-106	0.5	0.5	1	0.9774
NODE_27_length_41000_cov_82.492266_6	COG0127	1.33e-67	0.3665	0.3608	0.9845	0.9896
NODE_31_length_37357_cov_13.731411_34	COG1373	1.54e-32	0.2202	0.2186	0.9925	0.8758
NODE_37_length_34206_cov_14.013595_16	COG0641	1.2e-52	0.2789	0.2619	0.9392	0.9342
NODE_39_length_31805_cov_92.274300_28	COG3291	5.44e-45	0.3733	0.3771	1.01	0.5128
NODE_40_length_31484_cov_80.441940_24	COG0784	8.32e-20	0.2481	0.2538	1.023	0.4448
NODE_53_length_28243_cov_80.347582_11	COG0716	5.4e-11	0.2579	0.2715	1.053	0.9938
NODE_63_length_24989_cov_17.225112_10	COG0422	0	0.5545	0.5417	0.9769	0.9929
NODE_77_length_22302_cov_86.782542_8	COG2114	1.9e-34	0.2554	0.2599	1.018	0.1892
NODE_85_length_19958_cov_88.708214_14	COG1690	3.49e-124	0.3462	0.3519	1.016	1.123
NODE_89_length_18731_cov_68.749759_11	COG0111	1.43e-76	0.3249	0.3179	0.9784	1.029
NODE_93_length_18093_cov_92.739842_5	COG0774	9.4e-90	0.3887	0.39	1.003	0.6445
NODE_106_length_15625_cov_81.699961_8	COG1434	6.28e-23	0.2267	0.2287	1.009	0.8858
NODE_110_length_15222_cov_93.632684_13	COG0524	6.23e-29	0.2393	0.2154	0.9003	0.8358
NODE_115_length_15064_cov_86.557283_3	COG0452	5.51e-134	0.4662	0.4745	1.018	0.9901
